会合開始日,会合終了日,会合終了時刻,政策公表時刻,議事要旨公表日,金融市場調節方針,政策短期金利誘導目標水準,補完当座預金適用利率,基準割引率・基準貸付利率（公定歩合）,投票_委員1,投票_委員2,投票_委員3,投票_委員4,投票_委員5,投票_委員6,投票_委員7,投票_委員8,投票_委員9,投票_委員10,投票_委員11,投票_委員12,投票_委員13,投票_委員14,投票_委員15,投票_委員16,投票_委員17,投票_委員18,投票_委員19,投票_委員20,投票_委員21,投票_委員22,投票_委員23,投票_委員24,投票_委員25,投票_委員26,投票_委員27,投票_委員28,投票_委員29,投票_委員30,投票_委員31,投票_委員32,投票_委員33,投票_委員34,投票_委員35,投票_委員36,投票_委員37,投票_委員38,投票_委員39,投票_委員40,投票_委員41,投票_委員42,投票_委員43,投票_委員44,投票_委員45,投票_委員46,投票_委員47,投票_委員48,投票_委員49,投票_委員50,投票_委員51,投票_委員52,投票_委員53,投票_委員54
19980409,19980409,1610,1618,19980522,無担保コールレート（オーバーナイト物）を、平均的にみて公定歩合水準をやや下回って推移するよう促す。,0.43,,0.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980424,19980424,1300,1308,19980617,〃,0.43,,0.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980519,19980519,1610,1618,19980630,〃,0.43,,0.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980612,19980612,1756,1804,19980722,〃,0.43,,0.5,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980625,19980625,1157,1205,19980731,〃,0.43,,0.5,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980716,19980716,1550,1558,19980814,〃,0.43,,0.5,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980728,19980728,1240,1248,19980914,〃,0.43,,0.5,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980811,19980811,1604,1612,19980929,〃,0.43,,0.5,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980909,19980909,1741,1749,19981016,無担保コールレート（オーバーナイト物）を、平均的にみて0.25％前後で推移するよう促す。,0.25,,0.5,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980924,19980924,1502,1510,19981102,〃,0.25,,0.5,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19981013,19981013,1546,1554,19981118,〃,0.25,,0.5,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19981028,19981028,1355,1403,19981202,〃,0.25,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19981113,19981113,1654,1702,19981218,〃,0.25,,0.5,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19981127,19981127,1358,1406,19990122,〃,0.25,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19981215,19981215,1528,1536,19990217,〃,0.25,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990119,19990119,1534,1542,19990302,〃,0.25,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990212,19990212,1734,1742,19990317,"より潤沢な資金供給を行い、無担保コールレート（オーバーナイト物）を、できるだけ低めに推移するよう促す。
その際、短期金融市場に混乱の生じないよう、その機能の維持に十分配意しつつ、当初0.15％前後を目指し、その後市場の状況を踏まえながら、徐々に一層の低下を促す。",0,,0.5,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990225,19990225,1528,1536,19990330,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990312,19990312,1607,1615,19990414,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990325,19990325,1535,1543,19990427,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990409,19990409,1611,1619,19990521,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990422,19990422,1519,1527,19990617,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990518,19990518,1528,1536,19990701,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990614,19990614,1504,1512,19990722,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990628,19990628,1235,1243,19990818,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990716,19990716,1622,1630,19990914,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990813,19990813,1551,1559,19990927,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990909,19990909,1514,1522,19991018,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990921,19990921,1615,1623,19991101,〃,0,,0.5,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19991013,19991013,1722,1730,19991117,豊富で弾力的な資金供給を行い、無担保コールレート（オーバーナイト物）を、できるだけ低めに推移するよう促す。 ,0,,0.5,0,0,0,,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19991027,19991027,1242,1250,19991201,〃,0,,0.5,0,0,0,,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19991112,19991112,1447,1455,19991222,〃,0,,0.5,0,0,0,,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19991126,19991126,1248,1256,20000120,〃,0,,0.5,0,0,0,,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19991217,19991217,1544,1552,20000216,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000117,20000117,1539,1547,20000229,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000210,20000210,1601,1609,20000313,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000224,20000224,1306,1314,20000329,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000308,20000308,1537,1545,20000413,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000324,20000324,1313,1321,20000502,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000410,20000410,1533,1541,20000522,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000427,20000427,1323,1331,20000615,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000517,20000517,1528,1536,20000703,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000612,20000612,1548,1556,20000721,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000628,20000628,1256,1304,20000816,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000717,20000717,1601,1609,20000920,〃,0,,0.5,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000811,20000811,1718,1726,20000920,無担保コールレート（オーバーナイト物）を、平均的にみて0.25％前後で推移するよう促す。,0.25,,0.5,0,0,0,,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000914,20000914,1438,1446,20001018,〃,0.25,,0.5,0,0,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001013,20001013,1532,1540,20001122,〃,0.25,,0.5,0,0,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001030,20001030,1427,1435,20001205,〃,0.25,,0.5,0,0,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001117,20001117,1444,1452,20001220,〃,0.25,,0.5,0,0,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001130,20001130,1227,1235,20010124,〃,0.25,,0.5,0,0,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001215,20001215,1431,1439,20010124,〃,0.25,,0.5,0,0,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010119,20010119,1608,1616,20010305,〃,0.25,,0.5,0,0,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010209,20010209,1713,1721,20010323,〃,0.25,,0.35,0,0,0,,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010228,20010228,1548,1556,20010418,無担保コールレート（オーバーナイト物）を、平均的にみて0.15％前後で推移するよう促す。,0.15,,0.25,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010319,20010319,1727,1735,20010501,"金融市場調節の主たる操作目標を、日本銀行当座預金残高とすること。 
上記の金融市場調節方式を、消費者物価指数（全国、除く生鮮食品）の前年比上昇率が安定的にゼロ％以上となるまで、継続すること。 
日本銀行当座預金残高が5兆円程度となるよう金融市場調節を行う。",0,,0.25,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010412,20010413,1217,1225,20010523,日本銀行当座預金残高が5兆円程度となるよう金融市場調節を行う。,0,,0.25,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010425,20010425,1250,1258,20010620,〃,0,,0.25,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010517,20010518,1218,1226,20010620,〃,0,,0.25,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010614,20010615,1211,1219,20010718,〃,0,,0.25,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010628,20010628,1243,1251,20010817,〃,0,,0.25,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010712,20010713,1259,1307,20010817,〃,0,,0.25,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010813,20010814,1304,1312,20010925,日本銀行当座預金残高が6兆円程度となるよう金融市場調節を行う。,0,,0.25,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010918,20010918,1848,1856,20011101,日本銀行当座預金残高が6兆円を上回ることを目標として、潤沢な資金供給を行う。,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20011011,20011012,1305,1313,20011121,〃,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20011029,20011029,1359,1407,20011204,〃,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20011115,20011116,1231,1239,20011225,〃,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20011129,20011129,1221,1229,20020121,〃,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20011218,20011219,1454,1502,20020121,日本銀行当座預金残高が10～15兆円程度となるよう金融市場調節を行う。,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020115,20020116,1239,1247,20020305,〃,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020207,20020208,1220,1228,20020326,〃,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020228,20020228,1354,1402,20020416,〃,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020319,20020320,1323,1331,20020507,〃,0,,0.1,0,0,0,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020410,20020411,1211,1219,20020524,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020430,20020430,1257,1305,20020617,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020520,20020521,1256,1304,20020701,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020611,20020612,1212,1220,20020719,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020626,20020626,1244,1252,20020814,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020715,20020716,1216,1224,20020814,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020808,20020809,1240,1248,20020924,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020917,20020918,1308,1316,20021105,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20021010,20021011,1249,1257,20021122,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20021030,20021030,1433,1441,20021220,日本銀行当座預金残高が15～20兆円程度となるよう金融市場調節を行う。,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20021118,20021119,1254,1302,20021220,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20021216,20021217,1314,1322,20030127,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030121,20030122,1225,1233,20030219,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030213,20030214,1314,1322,20030310,〃,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030304,20030305,1232,1240,20030411,3月31日までは、日本銀行当座預金残高が15～20兆円程度となるよう金融市場調節を行う。4月1日以後は、日本郵政公社の発足に伴い、日本銀行当座預金残高が17～22兆円程度となるよう金融市場調節を行う。 ,0,,0.1,0,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030325,20030325,1141,1149,20030506,〃,0,,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030407,20030408,1317,1325,20030523,日本銀行当座預金残高が17～22兆円程度となるよう金融市場調節を行う。,0,,0.1,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030430,20030430,1329,1337,20030616,日本銀行当座預金残高が22～27兆円程度となるよう金融市場調節を行う。,0,,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030519,20030520,1257,1305,20030630,日本銀行当座預金残高が27～30兆円程度となるよう金融市場調節を行う。,0,,0.1,,,,,,,,,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030610,20030611,1308,1316,20030718,〃,0,,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030625,20030625,1151,1159,20030813,〃,0,,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030714,20030715,1116,1124,20030813,〃,0,,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030807,20030808,1139,1147,20030918,〃,0,,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030911,20030912,1325,1333,20031016,〃,0,,0.1,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031009,20031010,1354,1402,20031127,"日本銀行当座預金残高が27～32兆円程度となるよう金融市場調節を行う。
量的緩和政策継続のコミットメントの明確化
「金融政策の透明性強化について」",0,,0.1,,,,,,,,,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031031,20031031,1215,1223,20031219,〃,0,,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031120,20031121,1207,1215,20031219,〃,0,,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031215,20031216,1119,1127,20040123,〃,0,,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
